"Site","Mark","Individual","Orientation","Altitude","Plot","ID","Site_Plot","Date","Days","Emergence","Emergence.overall"
"NM1","E16","i","N","M","E","NM1 E16 i","NM1 E",2018-06-29,89,1,TRUE
"NM1","E17","d","N","M","E","NM1 E17 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E17","i","N","M","E","NM1 E17 i","NM1 E",2018-06-29,89,1,TRUE
"NM1","E18","d","N","M","E","NM1 E18 d","NM1 E",2018-06-29,89,1,TRUE
"NM1","E18","i","N","M","E","NM1 E18 i","NM1 E",2019-01-15,289,0,FALSE
"NM1","E19","d","N","M","E","NM1 E19 d","NM1 E",2018-06-29,89,1,TRUE
"NM1","E19","i","N","M","E","NM1 E19 i","NM1 E",2018-05-24,53,1,TRUE
"NM1","E20","d","N","M","E","NM1 E20 d","NM1 E",2019-01-15,289,0,FALSE
"NM1","E20","i","N","M","E","NM1 E20 i","NM1 E",2018-06-29,89,1,TRUE
"NM2","A01","d","N","M","A","NM2 A01 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A01","i","N","M","A","NM2 A01 i","NM2 A",2018-11-15,228,1,TRUE
"NM2","A02","d","N","M","A","NM2 A02 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A02","i","N","M","A","NM2 A02 i","NM2 A",2018-06-29,89,1,TRUE
"NM2","A03","d","N","M","A","NM2 A03 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A03","i","N","M","A","NM2 A03 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A04","d","N","M","A","NM2 A04 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A04","i","N","M","A","NM2 A04 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A05","d","N","M","A","NM2 A05 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A05","i","N","M","A","NM2 A05 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A06","d","N","M","A","NM2 A06 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A06","i","N","M","A","NM2 A06 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A07","d","N","M","A","NM2 A07 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A07","i","N","M","A","NM2 A07 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A08","d","N","M","A","NM2 A08 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A08","i","N","M","A","NM2 A08 i","NM2 A",2018-06-29,89,1,TRUE
"NM2","A09","d","N","M","A","NM2 A09 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A09","i","N","M","A","NM2 A09 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A10","d","N","M","A","NM2 A10 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A10","i","N","M","A","NM2 A10 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A11","d","N","M","A","NM2 A11 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A11","i","N","M","A","NM2 A11 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A12","d","N","M","A","NM2 A12 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A12","i","N","M","A","NM2 A12 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A13","d","N","M","A","NM2 A13 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A13","i","N","M","A","NM2 A13 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A14","d","N","M","A","NM2 A14 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A14","i","N","M","A","NM2 A14 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A15","d","N","M","A","NM2 A15 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A15","i","N","M","A","NM2 A15 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A16","d","N","M","A","NM2 A16 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A16","i","N","M","A","NM2 A16 i","NM2 A",2018-06-29,89,1,TRUE
"NM2","A17","d","N","M","A","NM2 A17 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A17","i","N","M","A","NM2 A17 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A18","d","N","M","A","NM2 A18 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A18","i","N","M","A","NM2 A18 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A19","d","N","M","A","NM2 A19 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A19","i","N","M","A","NM2 A19 i","NM2 A",2019-01-15,289,0,FALSE
"NM2","A20","d","N","M","A","NM2 A20 d","NM2 A",2019-01-15,289,0,FALSE
"NM2","A20","i","N","M","A","NM2 A20 i","NM2 A",2018-06-29,89,1,TRUE
"NM2","B01","d","N","M","B","NM2 B01 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B01","i","N","M","B","NM2 B01 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B02","d","N","M","B","NM2 B02 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B02","i","N","M","B","NM2 B02 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B03","d","N","M","B","NM2 B03 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B03","i","N","M","B","NM2 B03 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B04","d","N","M","B","NM2 B04 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B04","i","N","M","B","NM2 B04 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B05","d","N","M","B","NM2 B05 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B05","i","N","M","B","NM2 B05 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B06","d","N","M","B","NM2 B06 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B06","i","N","M","B","NM2 B06 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B07","d","N","M","B","NM2 B07 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B07","i","N","M","B","NM2 B07 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B08","d","N","M","B","NM2 B08 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B08","i","N","M","B","NM2 B08 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B09","d","N","M","B","NM2 B09 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B09","i","N","M","B","NM2 B09 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B10","d","N","M","B","NM2 B10 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B10","i","N","M","B","NM2 B10 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B11","d","N","M","B","NM2 B11 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B11","i","N","M","B","NM2 B11 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B12","d","N","M","B","NM2 B12 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B12","i","N","M","B","NM2 B12 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B13","d","N","M","B","NM2 B13 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B13","i","N","M","B","NM2 B13 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B14","d","N","M","B","NM2 B14 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B14","i","N","M","B","NM2 B14 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B15","d","N","M","B","NM2 B15 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B15","i","N","M","B","NM2 B15 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B16","d","N","M","B","NM2 B16 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B16","i","N","M","B","NM2 B16 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B17","d","N","M","B","NM2 B17 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B17","i","N","M","B","NM2 B17 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B18","d","N","M","B","NM2 B18 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B18","i","N","M","B","NM2 B18 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B19","d","N","M","B","NM2 B19 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B19","i","N","M","B","NM2 B19 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","B20","d","N","M","B","NM2 B20 d","NM2 B",2019-01-15,289,0,FALSE
"NM2","B20","i","N","M","B","NM2 B20 i","NM2 B",2019-01-15,289,0,FALSE
"NM2","C01","d","N","M","C","NM2 C01 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C01","i","N","M","C","NM2 C01 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C02","d","N","M","C","NM2 C02 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C02","i","N","M","C","NM2 C02 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C03","d","N","M","C","NM2 C03 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C03","i","N","M","C","NM2 C03 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C04","d","N","M","C","NM2 C04 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C04","i","N","M","C","NM2 C04 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C05","d","N","M","C","NM2 C05 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C05","i","N","M","C","NM2 C05 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C06","d","N","M","C","NM2 C06 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C06","i","N","M","C","NM2 C06 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C07","d","N","M","C","NM2 C07 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C07","i","N","M","C","NM2 C07 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C08","d","N","M","C","NM2 C08 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C08","i","N","M","C","NM2 C08 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C09","d","N","M","C","NM2 C09 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C09","i","N","M","C","NM2 C09 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C10","d","N","M","C","NM2 C10 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C10","i","N","M","C","NM2 C10 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C11","d","N","M","C","NM2 C11 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C11","i","N","M","C","NM2 C11 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C12","d","N","M","C","NM2 C12 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C12","i","N","M","C","NM2 C12 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C13","d","N","M","C","NM2 C13 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C13","i","N","M","C","NM2 C13 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C14","d","N","M","C","NM2 C14 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C14","i","N","M","C","NM2 C14 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C15","d","N","M","C","NM2 C15 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C15","i","N","M","C","NM2 C15 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C16","d","N","M","C","NM2 C16 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C16","i","N","M","C","NM2 C16 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C17","d","N","M","C","NM2 C17 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C17","i","N","M","C","NM2 C17 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C18","d","N","M","C","NM2 C18 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C18","i","N","M","C","NM2 C18 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C19","d","N","M","C","NM2 C19 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C19","i","N","M","C","NM2 C19 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","C20","d","N","M","C","NM2 C20 d","NM2 C",2019-01-15,289,0,FALSE
"NM2","C20","i","N","M","C","NM2 C20 i","NM2 C",2019-01-15,289,0,FALSE
"NM2","D01","d","N","M","D","NM2 D01 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D01","i","N","M","D","NM2 D01 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D02","d","N","M","D","NM2 D02 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D02","i","N","M","D","NM2 D02 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D03","d","N","M","D","NM2 D03 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D03","i","N","M","D","NM2 D03 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D04","d","N","M","D","NM2 D04 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D04","i","N","M","D","NM2 D04 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D05","d","N","M","D","NM2 D05 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D05","i","N","M","D","NM2 D05 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D06","d","N","M","D","NM2 D06 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D06","i","N","M","D","NM2 D06 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D07","d","N","M","D","NM2 D07 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D07","i","N","M","D","NM2 D07 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D08","d","N","M","D","NM2 D08 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D08","i","N","M","D","NM2 D08 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D09","d","N","M","D","NM2 D09 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D09","i","N","M","D","NM2 D09 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D10","d","N","M","D","NM2 D10 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D10","i","N","M","D","NM2 D10 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D11","d","N","M","D","NM2 D11 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D11","i","N","M","D","NM2 D11 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D12","d","N","M","D","NM2 D12 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D12","i","N","M","D","NM2 D12 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D13","d","N","M","D","NM2 D13 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D13","i","N","M","D","NM2 D13 i","NM2 D",2018-06-29,89,1,TRUE
"NM2","D14","d","N","M","D","NM2 D14 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D14","i","N","M","D","NM2 D14 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D15","d","N","M","D","NM2 D15 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D15","i","N","M","D","NM2 D15 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D16","d","N","M","D","NM2 D16 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D16","i","N","M","D","NM2 D16 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D17","d","N","M","D","NM2 D17 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D17","i","N","M","D","NM2 D17 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D18","d","N","M","D","NM2 D18 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D18","i","N","M","D","NM2 D18 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D19","d","N","M","D","NM2 D19 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D19","i","N","M","D","NM2 D19 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","D20","d","N","M","D","NM2 D20 d","NM2 D",2019-01-15,289,0,FALSE
"NM2","D20","i","N","M","D","NM2 D20 i","NM2 D",2019-01-15,289,0,FALSE
"NM2","E01","d","N","M","E","NM2 E01 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E01","i","N","M","E","NM2 E01 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E02","d","N","M","E","NM2 E02 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E02","i","N","M","E","NM2 E02 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E03","d","N","M","E","NM2 E03 d","NM2 E",2018-07-16,106,1,TRUE
"NM2","E03","i","N","M","E","NM2 E03 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E04","d","N","M","E","NM2 E04 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E04","i","N","M","E","NM2 E04 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E05","d","N","M","E","NM2 E05 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E05","i","N","M","E","NM2 E05 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E06","d","N","M","E","NM2 E06 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E06","i","N","M","E","NM2 E06 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E07","d","N","M","E","NM2 E07 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E07","i","N","M","E","NM2 E07 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E08","d","N","M","E","NM2 E08 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E08","i","N","M","E","NM2 E08 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E09","d","N","M","E","NM2 E09 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E09","i","N","M","E","NM2 E09 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E10","d","N","M","E","NM2 E10 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E10","i","N","M","E","NM2 E10 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E11","d","N","M","E","NM2 E11 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E11","i","N","M","E","NM2 E11 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E12","d","N","M","E","NM2 E12 d","NM2 E",2018-06-29,89,1,TRUE
"NM2","E12","i","N","M","E","NM2 E12 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E13","d","N","M","E","NM2 E13 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E13","i","N","M","E","NM2 E13 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E14","d","N","M","E","NM2 E14 d","NM2 E",2018-06-29,89,1,TRUE
"NM2","E14","i","N","M","E","NM2 E14 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E15","d","N","M","E","NM2 E15 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E15","i","N","M","E","NM2 E15 i","NM2 E",2018-06-29,89,1,TRUE
"NM2","E16","d","N","M","E","NM2 E16 d","NM2 E",2018-06-29,89,1,TRUE
"NM2","E16","i","N","M","E","NM2 E16 i","NM2 E",2018-06-29,89,1,TRUE
"NM2","E17","d","N","M","E","NM2 E17 d","NM2 E",2018-06-29,89,1,TRUE
"NM2","E17","i","N","M","E","NM2 E17 i","NM2 E",2018-06-29,89,1,TRUE
"NM2","E18","d","N","M","E","NM2 E18 d","NM2 E",2018-06-29,89,1,TRUE
"NM2","E18","i","N","M","E","NM2 E18 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E19","d","N","M","E","NM2 E19 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E19","i","N","M","E","NM2 E19 i","NM2 E",2019-01-15,289,0,FALSE
"NM2","E20","d","N","M","E","NM2 E20 d","NM2 E",2019-01-15,289,0,FALSE
"NM2","E20","i","N","M","E","NM2 E20 i","NM2 E",2019-01-15,289,0,FALSE
"NU1","A01","d","N","U","A","NU1 A01 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A01","i","N","U","A","NU1 A01 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A02","d","N","U","A","NU1 A02 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A02","i","N","U","A","NU1 A02 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A03","d","N","U","A","NU1 A03 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A03","i","N","U","A","NU1 A03 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A04","d","N","U","A","NU1 A04 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A04","i","N","U","A","NU1 A04 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A05","d","N","U","A","NU1 A05 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A05","i","N","U","A","NU1 A05 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A06","d","N","U","A","NU1 A06 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A06","i","N","U","A","NU1 A06 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A07","d","N","U","A","NU1 A07 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A07","i","N","U","A","NU1 A07 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A08","d","N","U","A","NU1 A08 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A08","i","N","U","A","NU1 A08 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A09","d","N","U","A","NU1 A09 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A09","i","N","U","A","NU1 A09 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A10","d","N","U","A","NU1 A10 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A10","i","N","U","A","NU1 A10 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A11","d","N","U","A","NU1 A11 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A11","i","N","U","A","NU1 A11 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A12","d","N","U","A","NU1 A12 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A12","i","N","U","A","NU1 A12 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A13","d","N","U","A","NU1 A13 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A13","i","N","U","A","NU1 A13 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A14","d","N","U","A","NU1 A14 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A14","i","N","U","A","NU1 A14 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A15","d","N","U","A","NU1 A15 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A15","i","N","U","A","NU1 A15 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A16","d","N","U","A","NU1 A16 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A16","i","N","U","A","NU1 A16 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A17","d","N","U","A","NU1 A17 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A17","i","N","U","A","NU1 A17 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A18","d","N","U","A","NU1 A18 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A18","i","N","U","A","NU1 A18 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A19","d","N","U","A","NU1 A19 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A19","i","N","U","A","NU1 A19 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","A20","d","N","U","A","NU1 A20 d","NU1 A",2019-01-15,289,0,FALSE
"NU1","A20","i","N","U","A","NU1 A20 i","NU1 A",2019-01-15,289,0,FALSE
"NU1","B01","d","N","U","B","NU1 B01 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B01","i","N","U","B","NU1 B01 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B02","d","N","U","B","NU1 B02 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B02","i","N","U","B","NU1 B02 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B03","d","N","U","B","NU1 B03 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B03","i","N","U","B","NU1 B03 i","NU1 B",2018-10-13,195,1,TRUE
"NU1","B04","d","N","U","B","NU1 B04 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B04","i","N","U","B","NU1 B04 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B05","d","N","U","B","NU1 B05 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B05","i","N","U","B","NU1 B05 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B06","d","N","U","B","NU1 B06 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B06","i","N","U","B","NU1 B06 i","NU1 B",2018-12-30,273,1,TRUE
"NU1","B07","d","N","U","B","NU1 B07 d","NU1 B",2018-06-29,89,1,TRUE
"NU1","B07","i","N","U","B","NU1 B07 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B08","d","N","U","B","NU1 B08 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B08","i","N","U","B","NU1 B08 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B09","d","N","U","B","NU1 B09 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B09","i","N","U","B","NU1 B09 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B10","d","N","U","B","NU1 B10 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B10","i","N","U","B","NU1 B10 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B11","d","N","U","B","NU1 B11 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B11","i","N","U","B","NU1 B11 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B12","d","N","U","B","NU1 B12 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B12","i","N","U","B","NU1 B12 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B13","d","N","U","B","NU1 B13 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B13","i","N","U","B","NU1 B13 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B14","d","N","U","B","NU1 B14 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B14","i","N","U","B","NU1 B14 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B15","d","N","U","B","NU1 B15 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B15","i","N","U","B","NU1 B15 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B16","d","N","U","B","NU1 B16 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B16","i","N","U","B","NU1 B16 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B17","d","N","U","B","NU1 B17 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B17","i","N","U","B","NU1 B17 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B18","d","N","U","B","NU1 B18 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B18","i","N","U","B","NU1 B18 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B19","d","N","U","B","NU1 B19 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B19","i","N","U","B","NU1 B19 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","B20","d","N","U","B","NU1 B20 d","NU1 B",2019-01-15,289,0,FALSE
"NU1","B20","i","N","U","B","NU1 B20 i","NU1 B",2019-01-15,289,0,FALSE
"NU1","C01","d","N","U","C","NU1 C01 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C01","i","N","U","C","NU1 C01 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C02","d","N","U","C","NU1 C02 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C02","i","N","U","C","NU1 C02 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C03","d","N","U","C","NU1 C03 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C03","i","N","U","C","NU1 C03 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C04","d","N","U","C","NU1 C04 d","NU1 C",2019-01-15,289,0,FALSE
